"","Genotype","Soil_type.x","Block","Clade.x","Soil_inoculation","Sample_ID","Iteration","rep","Selection.x","Plate.Positon","Plate","Belowground","Tuber_Mass","Aboveground","Total","DNA.Extract","Plate_DNA","Slot_DNA","DNA_conc","i5_adaptor_16S","i7_adaptor_16S","Notes","Clade.y","Soil_type.y","Selection.y","avg","n","se","Response"
"560","Snowden","Hancock","S1","M","S1_10","S1_10",4,"","N","tube",NA,"0.18",33.46,1.93,35.57,"",NA,NA,NA,NA,NA,"","M","Sterile","S",31.63,4,2.64077324534564,1.83
"561","Snowden","Hancock","S1","M","S1_8","S1_1",4,"","P","tube",NA,"0.24",36.54,3.74,40.52,"",NA,NA,NA,NA,NA,"","M","Sterile","S",31.63,4,2.64077324534564,4.91
"562","Snowden","Hancock","S1","M","S1_8","S1_5",4,"","P","tube",NA,"0.21",25.3,1.87,27.38,"",NA,NA,NA,NA,NA,"","M","Sterile","S",31.63,4,2.64077324534564,-6.33
"563","Snowden","Hancock","S1","M","S1_8","S1_6",4,"","P","tube",NA,"0.27",46,1.84,48.11,"",NA,NA,NA,NA,NA,"","M","Sterile","S",31.63,4,2.64077324534564,14.37
"564","Snowden","Hancock","S1","M","S1_8","S1_8",4,"","P","tube",NA,"0.21",36.24,2.96,39.41,"",NA,NA,NA,NA,NA,"","M","Sterile","S",31.63,4,2.64077324534564,4.61
"565","Snowden","Sterile","S1","M","Sterile","S1_3",4,"","S","tube",NA,"0.1",25.83,2,27.93,"",NA,NA,NA,NA,NA,"","M","Sterile","S",31.63,4,2.64077324534564,-5.8
"566","Snowden","Sterile","S1","M","Sterile","S1_7",4,"","S","tube",NA,"0.15",33.44,1.72,35.31,"",NA,NA,NA,NA,NA,"","M","Sterile","S",31.63,4,2.64077324534564,1.81
"567","Snowden","Sterile","S2","M","Sterile","S2_1",4,"","S","tube",NA,"0.37",38.03,1.5,39.9,"",NA,NA,NA,NA,NA,"","M","Sterile","S",31.63,4,2.64077324534564,6.4
"568","Snowden","Sterile","S2","M","Sterile","S2_5",4,"","S","tube",NA,"0.16",29.22,1.91,31.29,"",NA,NA,NA,NA,NA,"","M","Sterile","S",31.63,4,2.64077324534564,-2.41
"569","Snowden","Winterfell","S2","M","S2_4","S2_2",4,"","N","tube",NA,"0.16",43.31,1.78,45.25,"",NA,NA,NA,NA,NA,"","M","Sterile","S",31.63,4,2.64077324534564,11.68
"570","Snowden","Winterfell","S2","M","S2_4","S2_3",4,"","N","tube",NA,"0.26",53.06,2.79,56.11,"",NA,NA,NA,NA,NA,"","M","Sterile","S",31.63,4,2.64077324534564,21.43
"571","Snowden","Winterfell","S2","M","S2_4","S2_9",4,"","N","tube",NA,"0.15",31.13,3.18,34.46,"",NA,NA,NA,NA,NA,"","M","Sterile","S",31.63,4,2.64077324534564,-0.5
"572","Snowden","Winterfell","S2","M","S2_4","S2_10",4,"","N","tube",NA,"0.06",18.87,2.5,21.43,"",NA,NA,NA,NA,NA,"","M","Sterile","S",31.63,4,2.64077324534564,-12.76
"573","Snowden","Winterfell","S2","M","S2_7","S2_4",4,"","P","tube",NA,"0.15",23.78,3.31,27.24,"",NA,NA,NA,NA,NA,"","M","Sterile","S",31.63,4,2.64077324534564,-7.85
"574","Snowden","Winterfell","S2","M","S2_7","S2_6",4,"","P","tube",NA,"0.29",38.52,1.83,40.64,"",NA,NA,NA,NA,NA,"","M","Sterile","S",31.63,4,2.64077324534564,6.89
"575","Snowden","Winterfell","S2","M","S2_7","S2_7",4,"","P","tube",NA,"0.24",43.57,2.74,46.55,"",NA,NA,NA,NA,NA,"","M","Sterile","S",31.63,4,2.64077324534564,11.94
"576","Snowden","Winterfell","S2","M","S2_7","S2_8",4,"","P","tube",NA,"0.17",33.69,3.14,37,"",NA,NA,NA,NA,NA,"","M","Sterile","S",31.63,4,2.64077324534564,2.06
"577","Papa Cacho","Sterile","PC2","C","Sterile","PC2_2",4,"","S","tube",NA,"0.03",17.72,2.25,20,"",NA,NA,NA,NA,NA,"","C","Sterile","S",25.55,3,4.01661964011199,-7.83
"578","Papa Cacho","Winterfell","PC2","C","PC2_6","PC2_5",4,"","N","tube",NA,"0.05",23.67,2.73,26.45,"",NA,NA,NA,NA,NA,"","C","Sterile","S",25.55,3,4.01661964011199,-1.88
"579","Papa Cacho","Winterfell","PC2","C","PC2_6","PC2_8",4,"","N","tube",NA,"0.05",12.21,2.98,15.24,"",NA,NA,NA,NA,NA,"","C","Sterile","S",25.55,3,4.01661964011199,-13.34
"580","Papa Cacho","Winterfell","PC2","C","PC2_9","PC2_1",4,"","P","tube",NA,"0.13",20.27,3.01,23.41,"",NA,NA,NA,NA,NA,"","C","Sterile","S",25.55,3,4.01661964011199,-5.28
"581","Papa Cacho","Winterfell","PC2","C","PC2_9","PC2_7",4,"","P","tube",NA,"0.08",27.45,3.34,30.87,"",NA,NA,NA,NA,NA,"","C","Sterile","S",25.55,3,4.01661964011199,1.9
"582","Papa Cacho","Winterfell","PC2","C","PC2_9","PC2_9",4,"","P","tube",NA,"0.07",12.55,2.7,15.32,"",NA,NA,NA,NA,NA,"","C","Sterile","S",25.55,3,4.01661964011199,-13
"583","Cor.C 95","Hancock","CC1","C","CC1_5","CC1_1",5,"","N","G1",1,"1.31",0,13.69,15,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.2366666666667,3,2.72259884016071,-14.2366666666667
"584","Cor.C 95","Hancock","CC1","C","CC1_5","CC1_3",5,"","N","G3",1,"2.03",0,9.12,11.15,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.2366666666667,3,2.72259884016071,-14.2366666666667
"585","Cor.C 95","Hancock","CC1","C","CC1_5","CC1_4",5,"","N","G4",1,"2.22",3.68,8.81,14.71,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.2366666666667,3,2.72259884016071,-10.5566666666667
"586","Cor.C 95","Hancock","CC1","C","CC1_5","CC1_5",5,"","N","G5",1,"2.12",0,9.1,11.22,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.2366666666667,3,2.72259884016071,-14.2366666666667
"587","Cor.C 95","Hancock","CC1","C","CC1_4","CC1_2",5,"","P","G2",1,"3.28",0,9.03,12.31,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.2366666666667,3,2.72259884016071,-14.2366666666667
"588","Cor.C 95","Hancock","CC1","C","CC1_4","CC1_7",5,"","P","G7",1,"1.44",0.03,5.87,7.34,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.2366666666667,3,2.72259884016071,-14.2066666666667
"589","Cor.C 95","Hancock","CC1","C","CC1_4","CC1_8",5,"","P","G8",1,"2.18",7.41,8.11,17.7,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.2366666666667,3,2.72259884016071,-6.82666666666667
"590","Cor.C 95","Hancock","CC1","C","CC1_4","CC1_9",5,"","P","G9",1,"2.42",0,10.73,13.15,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.2366666666667,3,2.72259884016071,-14.2366666666667
"591","Cor.C 95","Sterile","CC1","C","Sterile","CC1_6",5,"","S","G6",1,"1.53",16.38,5.97,23.88,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.2366666666667,3,2.72259884016071,2.14333333333333
"592","Cor.C 95","Sterile","CC2","C","Sterile","CC2_2",5,"","S","C2",1,"1.66",17.5,7.48,26.64,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.2366666666667,3,2.72259884016071,3.26333333333333
"593","Cor.C 95","Sterile","CC2","C","Sterile","CC2_8",5,"","S","C8",1,"1.3",8.83,3.82,13.95,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.2366666666667,3,2.72259884016071,-5.40666666666667
"594","Cor.C 95","Winterfell","CC2","C","CC2_4","CC2_3",5,"","N","C3",1,"1.61",0,10.12,11.73,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.2366666666667,3,2.72259884016071,-14.2366666666667
"595","Cor.C 95","Winterfell","CC2","C","CC2_4","CC2_6",5,"","N","C6",1,"1.06",16.42,5.76,23.24,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.2366666666667,3,2.72259884016071,2.18333333333334
"596","Cor.C 95","Winterfell","CC2","C","CC2_4","CC2_9",5,"","N","C9",1,"1.68",0,7.97,9.65,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.2366666666667,3,2.72259884016071,-14.2366666666667
"597","Cor.C 95","Winterfell","CC2","C","CC2_4","CC2_10",5,"","N","C10",1,"1.28",0,6.74,8.02,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.2366666666667,3,2.72259884016071,-14.2366666666667
"598","Cor.C 95","Winterfell","CC2","C","CC2_2","CC2_1",5,"","P","C1",1,"2.39",0,10.18,12.57,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.2366666666667,3,2.72259884016071,-14.2366666666667
"599","Cor.C 95","Winterfell","CC2","C","CC2_2","CC2_4",5,"","P","C4",1,"1.57",0,10.13,11.7,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.2366666666667,3,2.72259884016071,-14.2366666666667
"600","Cor.C 95","Winterfell","CC2","C","CC2_2","CC2_5",5,"","P","C5",1,"1.04",0.03,6.12,7.19,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.2366666666667,3,2.72259884016071,-14.2066666666667
"601","Cor.C 95","Winterfell","CC2","C","CC2_2","CC2_7",5,"","P","C7",1,"1.05",4.42,4.38,9.85,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.2366666666667,3,2.72259884016071,-9.81666666666667
"602","G.Chili","Hancock","GC1","C","GC1_10","GC1_1",5,"","N","D1",1,"1.11",31.27,3.64,36.02,"",NA,NA,NA,NA,NA,"","C","Sterile","S",49.015,4,2.46099742651904,-17.745
"603","G.Chili","Hancock","GC1","C","GC1_10","GC1_6",5,"","N","D6",1,"0.77",52.24,8.41,61.42,"",NA,NA,NA,NA,NA,"","C","Sterile","S",49.015,4,2.46099742651904,3.225
"604","G.Chili","Hancock","GC1","C","GC1_10","GC1_8",5,"","N","D8",1,"1",65.25,6.25,72.5,"",NA,NA,NA,NA,NA,"","C","Sterile","S",49.015,4,2.46099742651904,16.235
"605","G.Chili","Hancock","GC1","C","GC1_10","GC1_10",5,"","N","D10",1,"2.87",21.66,14.97,39.5,"",NA,NA,NA,NA,NA,"","C","Sterile","S",49.015,4,2.46099742651904,-27.355
"606","G.Chili","Hancock","GC1","C","GC1_7","GC1_2",5,"","P","D2",1,"2.75",38.17,12.17,53.09,"",NA,NA,NA,NA,NA,"","C","Sterile","S",49.015,4,2.46099742651904,-10.845
"607","G.Chili","Hancock","GC1","C","GC1_7","GC1_3",5,"","P","D3",1,"1.53",36.56,12.21,50.3,"",NA,NA,NA,NA,NA,"","C","Sterile","S",49.015,4,2.46099742651904,-12.455
"608","G.Chili","Hancock","GC1","C","GC1_7","GC1_5",5,"","P","D5",1,"1.79",37.64,6.01,45.44,"",NA,NA,NA,NA,NA,"","C","Sterile","S",49.015,4,2.46099742651904,-11.375
"609","G.Chili","Hancock","GC1","C","GC1_7","GC1_9",5,"","P","D9",1,"1.9",38.05,12.3,52.25,"",NA,NA,NA,NA,NA,"","C","Sterile","S",49.015,4,2.46099742651904,-10.965
"610","G.Chili","Sterile","GC1","C","Sterile","GC1_4",5,"","S","D4",1,"0.89",55.92,NA,56.81,"",NA,NA,NA,NA,NA,"","C","Sterile","S",49.015,4,2.46099742651904,6.905
"611","G.Chili","Sterile","GC1","C","Sterile","GC1_7",5,"","S","D7",1,"0.63",47.9,3,51.53,"",NA,NA,NA,NA,NA,"","C","Sterile","S",49.015,4,2.46099742651904,-1.115
"612","Huagalina","Hancock","H1","A","H1_7","H1_3",5,"","N","B3",1,"0.34",12.75,2.99,16.08,"",NA,NA,NA,NA,NA,"","A","Sterile","S",25.0425,4,2.83594891526628,-12.2925
"613","Huagalina","Hancock","H1","A","H1_7","H1_5",5,"","N","B5",1,"0.75",17.79,4.73,23.27,"",NA,NA,NA,NA,NA,"","A","Sterile","S",25.0425,4,2.83594891526628,-7.2525
"614","Huagalina","Hancock","H1","A","H1_7","H1_9",5,"","N","B9",1,"0.27",21.39,3.71,25.37,"",NA,NA,NA,NA,NA,"","A","Sterile","S",25.0425,4,2.83594891526628,-3.6525
"615","Huagalina","Hancock","H1","A","H1_7","H1_10",5,"","N","B10",1,"0.52",17.53,4.55,22.6,"",NA,NA,NA,NA,NA,"","A","Sterile","S",25.0425,4,2.83594891526628,-7.5125
"616","Huagalina","Hancock","H1","A","H1_5","H1_1",5,"","P","B1",1,"1.02",22.84,7.36,31.22,"",NA,NA,NA,NA,NA,"","A","Sterile","S",25.0425,4,2.83594891526628,-2.2025
"617","Huagalina","Hancock","H1","A","H1_5","H1_4",5,"","P","B4",1,"1.01",21.54,4.72,27.27,"",NA,NA,NA,NA,NA,"","A","Sterile","S",25.0425,4,2.83594891526628,-3.5025
"618","Huagalina","Hancock","H1","A","H1_5","H1_6",5,"","P","B6",1,"0.53",13.41,3.12,17.06,"",NA,NA,NA,NA,NA,"","A","Sterile","S",25.0425,4,2.83594891526628,-11.6325
"619","Huagalina","Hancock","H1","A","H1_5","H1_7",5,"","P","B7",1,"0.39",13.59,3.07,17.05,"",NA,NA,NA,NA,NA,"","A","Sterile","S",25.0425,4,2.83594891526628,-11.4525
"620","Huagalina","Sterile","H1","A","Sterile","H1_2",5,"","S","B2",1,"1.38",24.98,4.92,31.28,"",NA,NA,NA,NA,NA,"","A","Sterile","S",25.0425,4,2.83594891526628,-0.0625
"621","Huagalina","Sterile","H1","A","Sterile","H1_8",5,"","S","B8",1,"0.86",24.9,3.78,29.54,"",NA,NA,NA,NA,NA,"","A","Sterile","S",25.0425,4,2.83594891526628,-0.142500000000002
"622","Wac 5","Hancock","W1","A","W1_4","W1_6",5,"","N","A6",1,"0.82",24.65,4.36,29.83,"",NA,NA,NA,NA,NA,"","A","Sterile","S",30.36,2,0.42,-5.71
"623","Wac 5","Hancock","W1","A","W1_4","W1_7",5,"","N","A7",1,"0.55",16.08,4.8,21.43,"",NA,NA,NA,NA,NA,"","A","Sterile","S",30.36,2,0.42,-14.28
"624","Wac 5","Hancock","W1","A","W1_8","W1_2",5,"","P","A2",1,"0.5",36.17,4.99,41.66,"",NA,NA,NA,NA,NA,"","A","Sterile","S",30.36,2,0.42,5.81
"625","Wac 5","Hancock","W1","A","W1_8","W1_3",5,"","P","A3",1,"0.25",27.92,3.03,31.2,"",NA,NA,NA,NA,NA,"","A","Sterile","S",30.36,2,0.42,-2.44
"626","Wac 5","Hancock","W1","A","W1_8","W1_8",5,"","P","A8",1,"0.25",11.39,1.97,13.61,"",NA,NA,NA,NA,NA,"","A","Sterile","S",30.36,2,0.42,-18.97
"627","Wac 5","Sterile","W1","A","Sterile","W1_1",5,"","S","A1",1,"0.82",30.78,5.11,36.71,"",NA,NA,NA,NA,NA,"","A","Sterile","S",30.36,2,0.42,0.420000000000002
"628","Wac 5","Sterile","W2","A","Sterile","W2_1",5,"","S","E1",1,"0.5",29.94,2.53,32.97,"",NA,NA,NA,NA,NA,"","A","Sterile","S",30.36,2,0.42,-0.419999999999998
"629","Wac 5","Winterfell","W2","A","W2_1","W2_3",5,"","N","E3",1,"0.79",20.42,3.85,25.06,"",NA,NA,NA,NA,NA,"","A","Sterile","S",30.36,2,0.42,-9.94
"630","Wac 5","Winterfell","W2","A","W2_1","W2_6",5,"","N","E6",1,"0.6",17.95,2.51,21.06,"",NA,NA,NA,NA,NA,"","A","Sterile","S",30.36,2,0.42,-12.41
"631","Wac 5","Winterfell","W2","A","W2_1","W2_8",5,"","N","E8",1,"0.53",25.45,3.02,29,"",NA,NA,NA,NA,NA,"","A","Sterile","S",30.36,2,0.42,-4.91
"632","Wac 5","Winterfell","W2","A","W2_1","W2_9",5,"","N","E9",1,"0.31",19.37,3.05,22.73,"",NA,NA,NA,NA,NA,"","A","Sterile","S",30.36,2,0.42,-10.99
"633","Wac 5","Winterfell","W2","A","W2_10","W2_2",5,"","P","E2",1,"0.61",20.69,2.95,24.25,"",NA,NA,NA,NA,NA,"","A","Sterile","S",30.36,2,0.42,-9.67
"634","Wac 5","Winterfell","W2","A","W2_10","W2_5",5,"","P","E5",1,"0.27",17.57,2.41,20.25,"",NA,NA,NA,NA,NA,"","A","Sterile","S",30.36,2,0.42,-12.79
"635","Wac 5","Winterfell","W2","A","W2_10","W2_7",5,"","P","E7",1,"0.76",19.93,2.71,23.4,"",NA,NA,NA,NA,NA,"","A","Sterile","S",30.36,2,0.42,-10.43
"636","Wac 663","Hancock","WA1","A","WA1_10","WA1_2",5,"","N","H2",1,"0.62",17.37,4.32,22.31,"",NA,NA,NA,NA,NA,"","A","Sterile","S",6.21,4,0.909789352909049,11.16
"637","Wac 663","Hancock","WA1","A","WA1_10","WA1_3",5,"","N","H3",1,"0.27",8.72,3.39,12.38,"",NA,NA,NA,NA,NA,"","A","Sterile","S",6.21,4,0.909789352909049,2.51
"638","Wac 663","Hancock","WA1","A","WA1_10","WA1_4",5,"","N","H4",1,"0.31",17.13,3.82,21.26,"",NA,NA,NA,NA,NA,"","A","Sterile","S",6.21,4,0.909789352909049,10.92
"639","Wac 663","Hancock","WA1","A","WA1_10","WA1_6",5,"","N","H6",1,"0.6",5.61,2.76,8.97,"",NA,NA,NA,NA,NA,"","A","Sterile","S",6.21,4,0.909789352909049,-0.6
"640","Wac 663","Hancock","WA1","A","WA1_6","WA1_1",5,"","P","H1",1,"0.74",20,4.94,25.68,"",NA,NA,NA,NA,NA,"","A","Sterile","S",6.21,4,0.909789352909049,13.79
"641","Wac 663","Hancock","WA1","A","WA1_6","WA1_7",5,"","P","H7",1,"0.37",6.86,2.74,9.97,"",NA,NA,NA,NA,NA,"","A","Sterile","S",6.21,4,0.909789352909049,0.65
"642","Wac 663","Hancock","WA1","A","WA1_6","WA1_8",5,"","P","H8",1,"0.23",13.35,2,15.58,"",NA,NA,NA,NA,NA,"","A","Sterile","S",6.21,4,0.909789352909049,7.14
"643","Wac 663","Hancock","WA1","A","WA1_6","WA1_10",5,"","P","H10",1,"0.34",7.53,3.32,11.19,"",NA,NA,NA,NA,NA,"","A","Sterile","S",6.21,4,0.909789352909049,1.32
"644","Wac 663","Sterile","WA1","A","Sterile","WA1_5",5,"","S","H5",1,"0.18",7.38,2.4,9.96,"",NA,NA,NA,NA,NA,"","A","Sterile","S",6.21,4,0.909789352909049,1.17
"645","Wac 663","Sterile","WA1","A","Sterile","WA1_9",5,"","S","H9",1,"0.19",4.53,3.49,8.21,"",NA,NA,NA,NA,NA,"","A","Sterile","S",6.21,4,0.909789352909049,-1.68
"646","Wac 663","Sterile","WA2","A","Sterile","WA2_1",5,"","S","F1",1,"0.5",4.79,7.45,12.74,"",NA,NA,NA,NA,NA,"","A","Sterile","S",6.21,4,0.909789352909049,-1.42
"647","Wac 663","Sterile","WA2","A","Sterile","WA2_7",5,"","S","F7",1,"0.42",8.14,5.94,14.5,"",NA,NA,NA,NA,NA,"","A","Sterile","S",6.21,4,0.909789352909049,1.93
"648","Wac 663","Winterfell","WA2","A","WA2_8","WA2_2",5,"","N","F2",1,"0.32",0,4,4.32,"",NA,NA,NA,NA,NA,"","A","Sterile","S",6.21,4,0.909789352909049,-6.21
"649","Wac 663","Winterfell","WA2","A","WA2_8","WA2_5",5,"","N","F5",1,"0.26",12.24,3.52,16.02,"",NA,NA,NA,NA,NA,"","A","Sterile","S",6.21,4,0.909789352909049,6.03
"650","Wac 663","Winterfell","WA2","A","WA2_8","WA2_6",5,"","N","F6",1,"0.18",5.52,7.76,13.46,"",NA,NA,NA,NA,NA,"","A","Sterile","S",6.21,4,0.909789352909049,-0.69
"651","Wac 663","Winterfell","WA2","A","WA2_2","WA2_3",5,"","P","F3",1,"0.28",11.02,3.5,14.8,"",NA,NA,NA,NA,NA,"","A","Sterile","S",6.21,4,0.909789352909049,4.81
"652","Wac 663","Winterfell","WA2","A","WA2_2","WA2_4",5,"","P","F4",1,"0.29",6.48,3.45,10.22,"",NA,NA,NA,NA,NA,"","A","Sterile","S",6.21,4,0.909789352909049,0.27
"653","Wac 663","Winterfell","WA2","A","WA2_2","WA2_10",5,"","P","F10",1,"0.29",2.07,3.58,5.94,"",NA,NA,NA,NA,NA,"","A","Sterile","S",6.21,4,0.909789352909049,-4.14
"654","G.Chili","Sterile","GC2","C","Sterile","GC2_2",5,"","S","D2",2,"0.37",44.25,2.87,47.49,"",NA,NA,NA,NA,NA,"","C","Sterile","S",49.015,4,2.46099742651904,-4.765
"655","G.Chili","Sterile","GC2","C","Sterile","GC2_3",5,"","S","D3",2,"0.6",47.99,4.23,52.82,"",NA,NA,NA,NA,NA,"","C","Sterile","S",49.015,4,2.46099742651904,-1.025
"656","G.Chili","Winterfell","GC2","C","GC2_2","GC2_4",5,"","N","D4",2,"0.75",29.69,6.41,36.85,"",NA,NA,NA,NA,NA,"","C","Sterile","S",49.015,4,2.46099742651904,-19.325
"657","G.Chili","Winterfell","GC2","C","GC2_2","GC2_6",5,"","N","D6",2,"0.58",46.77,3.79,51.14,"",NA,NA,NA,NA,NA,"","C","Sterile","S",49.015,4,2.46099742651904,-2.245
"658","G.Chili","Winterfell","GC2","C","GC2_2","GC2_8",5,"","N","D8",2,"0.7",47.43,5.33,53.46,"",NA,NA,NA,NA,NA,"","C","Sterile","S",49.015,4,2.46099742651904,-1.585
"659","G.Chili","Winterfell","GC2","C","GC2_2","GC2_10",5,"","N","D10",2,"0.68",32.51,3.72,36.91,"",NA,NA,NA,NA,NA,"","C","Sterile","S",49.015,4,2.46099742651904,-16.505
"660","G.Chili","Winterfell","GC2","C","GC2_7","GC2_1",5,"","P","D1",2,"0.71",38.62,4.21,43.54,"",NA,NA,NA,NA,NA,"","C","Sterile","S",49.015,4,2.46099742651904,-10.395
"661","G.Chili","Winterfell","GC2","C","GC2_7","GC2_5",5,"","P","D5",2,"0.6",40.46,3.34,44.4,"",NA,NA,NA,NA,NA,"","C","Sterile","S",49.015,4,2.46099742651904,-8.555
"662","G.Chili","Winterfell","GC2","C","GC2_7","GC2_7",5,"","P","D7",2,"0.64",27.67,1.72,30.03,"",NA,NA,NA,NA,NA,"","C","Sterile","S",49.015,4,2.46099742651904,-21.345
"663","G.Chili","Winterfell","GC2","C","GC2_7","GC2_9",5,"","P","D9",2,"0.7",25.39,2.7,28.79,"",NA,NA,NA,NA,NA,"","C","Sterile","S",49.015,4,2.46099742651904,-23.625
"664","Huagalina","Sterile","H2","A","Sterile","H2_5",5,"","S","C5",2,"1",32.09,4.7,37.79,"",NA,NA,NA,NA,NA,"","A","Sterile","S",25.0425,4,2.83594891526628,7.0475
"665","Huagalina","Sterile","H2","A","Sterile","H2_8",5,"","S","C8",2,"0.45",18.2,2.89,21.54,"",NA,NA,NA,NA,NA,"","A","Sterile","S",25.0425,4,2.83594891526628,-6.8425
"666","Huagalina","Winterfell","H2","A","H2_7","H2_1",5,"","N","C1",2,"1.27",21.21,2.76,25.24,"",NA,NA,NA,NA,NA,"","A","Sterile","S",25.0425,4,2.83594891526628,-3.8325
"667","Huagalina","Winterfell","H2","A","H2_7","H2_2",5,"","N","C2",2,"0.99",29.59,4.71,35.29,"",NA,NA,NA,NA,NA,"","A","Sterile","S",25.0425,4,2.83594891526628,4.5475
"668","Huagalina","Winterfell","H2","A","H2_7","H2_4",5,"","N","C4",2,"0.4",20.64,3.47,24.51,"",NA,NA,NA,NA,NA,"","A","Sterile","S",25.0425,4,2.83594891526628,-4.4025
"669","Huagalina","Winterfell","H2","A","H2_7","H2_6",5,"","N","C6",2,"0.96",18.12,3.86,22.94,"",NA,NA,NA,NA,NA,"","A","Sterile","S",25.0425,4,2.83594891526628,-6.9225
"670","Huagalina","Winterfell","H2","A","H2_1","H2_3",5,"","P","C3",2,"0.67",25.19,4.62,30.48,"",NA,NA,NA,NA,NA,"","A","Sterile","S",25.0425,4,2.83594891526628,0.147500000000001
"671","Huagalina","Winterfell","H2","A","H2_1","H2_9",5,"","P","C9",2,"1.06",26.15,5.38,32.59,"",NA,NA,NA,NA,NA,"","A","Sterile","S",25.0425,4,2.83594891526628,1.1075
"672","Huagalina","Winterfell","H2","A","H2_1","H2_10",5,"","P","C10",2,"0.94",34.24,7.22,42.4,"",NA,NA,NA,NA,NA,"","A","Sterile","S",25.0425,4,2.83594891526628,9.1975
"673","Papa Cacho","Hancock","PC1","C","PC1_5","PC1_4",5,"","N","A4",2,"2.14",50.14,10.43,62.71,"",NA,NA,NA,NA,NA,"","C","Sterile","S",38.6075,4,6.51934221502957,11.5325
"674","Papa Cacho","Hancock","PC1","C","PC1_5","PC1_8",5,"","N","A8",2,"1.06",29.93,5.56,36.55,"",NA,NA,NA,NA,NA,"","C","Sterile","S",38.6075,4,6.51934221502957,-8.6775
"675","Papa Cacho","Hancock","PC1","C","PC1_5","PC1_9",5,"","N","A9",2,"1.35",25.31,5.27,31.93,"",NA,NA,NA,NA,NA,"","C","Sterile","S",38.6075,4,6.51934221502957,-13.2975
"676","Papa Cacho","Hancock","PC1","C","PC1_5","PC1_10",5,"","N","A10",2,"1.81",45.87,5.66,53.34,"",NA,NA,NA,NA,NA,"","C","Sterile","S",38.6075,4,6.51934221502957,7.2625
"677","Papa Cacho","Hancock","PC1","C","PC1_7","PC1_1",5,"","P","A1",2,"1.06",21.64,6.94,29.64,"",NA,NA,NA,NA,NA,"","C","Sterile","S",38.6075,4,6.51934221502957,-16.9675
"678","Papa Cacho","Hancock","PC1","C","PC1_7","PC1_2",5,"","P","A2",2,"0.9",35.31,4.78,40.99,"",NA,NA,NA,NA,NA,"","C","Sterile","S",38.6075,4,6.51934221502957,-3.2975
"679","Papa Cacho","Hancock","PC1","C","PC1_7","PC1_5",5,"","P","A5",2,"2.08",46.89,6.64,55.61,"",NA,NA,NA,NA,NA,"","C","Sterile","S",38.6075,4,6.51934221502957,8.2825
"680","Papa Cacho","Hancock","PC1","C","PC1_7","PC1_6",5,"","P","A6",2,"0.69",37.72,4.51,42.92,"",NA,NA,NA,NA,NA,"","C","Sterile","S",38.6075,4,6.51934221502957,-0.887500000000003
"681","Papa Cacho","Sterile","PC1","C","Sterile","PC1_3",5,"","S","A3",2,"1.14",38.01,6.66,45.81,"",NA,NA,NA,NA,NA,"","C","Sterile","S",38.6075,4,6.51934221502957,-0.597500000000004
"682","Papa Cacho","Sterile","PC1","C","Sterile","PC1_7",5,"","S","A7",2,"2.04",52.04,5.83,59.91,"",NA,NA,NA,NA,NA,"","C","Sterile","S",38.6075,4,6.51934221502957,13.4325
"683","Papa Cacho","Sterile","PC2","C","Sterile","PC2_3",5,"","S","B3",2,"1.36",43.3,8.62,53.28,"",NA,NA,NA,NA,NA,"","C","Sterile","S",38.6075,4,6.51934221502957,4.6925
"684","Papa Cacho","Sterile","PC2","C","Sterile","PC2_9",5,"","S","B9",2,"0.73",21.08,3.63,25.44,"",NA,NA,NA,NA,NA,"","C","Sterile","S",38.6075,4,6.51934221502957,-17.5275
"685","Papa Cacho","Winterfell","PC2","C","PC2_8","PC2_1",5,"","N","B1",2,"3.57",43.47,12.16,59.2,"",NA,NA,NA,NA,NA,"","C","Sterile","S",38.6075,4,6.51934221502957,4.8625
"686","Papa Cacho","Winterfell","PC2","C","PC2_8","PC2_2",5,"","N","B2",2,"1.15",44.15,8.81,54.11,"",NA,NA,NA,NA,NA,"","C","Sterile","S",38.6075,4,6.51934221502957,5.5425
"687","Papa Cacho","Winterfell","PC2","C","PC2_8","PC2_5",5,"","N","B5",2,"1.75",31.38,9.67,42.8,"",NA,NA,NA,NA,NA,"","C","Sterile","S",38.6075,4,6.51934221502957,-7.2275
