"","Genotype","Soil_type.x","Block","Clade.x","Soil_inoculation","Sample_ID","Iteration","rep","Selection.x","Plate.Positon","Plate","Belowground","Tuber_Mass","Aboveground","Total","DNA.Extract","Plate_DNA","Slot_DNA","DNA_conc","i5_adaptor_16S","i7_adaptor_16S","Notes","Clade.y","Soil_type.y","Selection.y","avg","n","se","Response"
"297","G.Chili","Sterile","GC1","C","Sterile","GC1_8",3,"","S","E8",1,"0.63",54.11,3.19,57.93,"",NA,NA,NA,NA,NA,"","C","Sterile","S",41.0225,4,8.99979015959076,13.0875
"298","G.Chili","Sterile","GC2","C","Sterile","GC2_2",3,"","S","C2",1,"1.28",27.54,7.34,36.16,"",NA,NA,NA,NA,NA,"","C","Sterile","S",41.0225,4,8.99979015959076,-13.4825
"299","G.Chili","Sterile","GC2","C","Sterile","GC2_3",3,"","S","C3",1,"1.03",23.63,5.78,30.44,"",NA,NA,NA,NA,NA,"","C","Sterile","S",41.0225,4,8.99979015959076,-17.3925
"300","G.Chili","Winterfell","GC2","C","GC2_8","GC2_1",3,"","N","C1",1,"1.57",18.74,6.33,26.64,"",NA,NA,NA,NA,NA,"","C","Sterile","S",41.0225,4,8.99979015959076,-22.2825
"301","G.Chili","Winterfell","GC2","C","GC2_8","GC2_4",3,"","N","C4",1,"1.39",8.34,6.34,16.07,"",NA,NA,NA,NA,NA,"","C","Sterile","S",41.0225,4,8.99979015959076,-32.6825
"302","G.Chili","Winterfell","GC2","C","GC2_8","GC2_7",3,"","N","C7",1,"1.69",13.62,5.65,20.96,"",NA,NA,NA,NA,NA,"","C","Sterile","S",41.0225,4,8.99979015959076,-27.4025
"303","G.Chili","Winterfell","GC2","C","GC2_8","GC2_9",3,"","N","C9",1,"0.55",11.84,5.72,18.11,"",NA,NA,NA,NA,NA,"","C","Sterile","S",41.0225,4,8.99979015959076,-29.1825
"304","G.Chili","Winterfell","GC2","C","GC2_7","GC2_5",3,"","P","C5",1,"1.18",9,7.03,17.21,"",NA,NA,NA,NA,NA,"","C","Sterile","S",41.0225,4,8.99979015959076,-32.0225
"305","G.Chili","Winterfell","GC2","C","GC2_7","GC2_6",3,"","P","C6",1,"1.54",11.21,7.49,20.24,"",NA,NA,NA,NA,NA,"","C","Sterile","S",41.0225,4,8.99979015959076,-29.8125
"306","G.Chili","Winterfell","GC2","C","GC2_7","GC2_8",3,"","P","C8",1,"1.64",18.76,7.87,28.27,"",NA,NA,NA,NA,NA,"","C","Sterile","S",41.0225,4,8.99979015959076,-22.2625
"307","Huagalina","Hancock","H1","A","H1_8","H1_2",3,"","N","G2",1,"0.6",0,3.45,4.05,"",NA,NA,NA,NA,NA,"NO TUBER","A","Sterile","S",0.24,4,0.24,-0.24
"308","Huagalina","Hancock","H1","A","H1_8","H1_3",3,"","N","G3",1,"0.57",0,3.38,3.95,"",NA,NA,NA,NA,NA,"NO TUBER","A","Sterile","S",0.24,4,0.24,-0.24
"309","Huagalina","Hancock","H1","A","H1_8","H1_5",3,"","N","G5",1,"0.29",0,2.87,3.16,"",NA,NA,NA,NA,NA,"NO TUBER","A","Sterile","S",0.24,4,0.24,-0.24
"310","Huagalina","Hancock","H1","A","H1_8","H1_9",3,"","N","G9",1,"0.86",0,2.79,3.65,"",NA,NA,NA,NA,NA,"NO TUBER","A","Sterile","S",0.24,4,0.24,-0.24
"311","Huagalina","Hancock","H1","A","H1_6","H1_1",3,"","P","G1",1,"1.21",0,4.33,5.54,"",NA,NA,NA,NA,NA,"","A","Sterile","S",0.24,4,0.24,-0.24
"312","Huagalina","Hancock","H1","A","H1_6","H1_4",3,"","P","G4",1,"0.25",0,3.2,3.45,"",NA,NA,NA,NA,NA,"","A","Sterile","S",0.24,4,0.24,-0.24
"313","Huagalina","Hancock","H1","A","H1_6","H1_8",3,"","P","G8",1,"0.37",0,2.84,3.21,"",NA,NA,NA,NA,NA,"","A","Sterile","S",0.24,4,0.24,-0.24
"314","Huagalina","Hancock","H1","A","H1_6","H1_10",3,"","P","G10",1,"0.73",0,5.61,6.34,"",NA,NA,NA,NA,NA,"","A","Sterile","S",0.24,4,0.24,-0.24
"315","Huagalina","Sterile","H1","A","Sterile","H1_6",3,"","S","G6",1,"1.01",0.96,4.95,6.92,"",NA,NA,NA,NA,NA,"NO ROOT SAMPLE?","A","Sterile","S",0.24,4,0.24,0.72
"316","Huagalina","Sterile","H1","A","Sterile","H1_7",3,"","S","G7",1,"0.84",0,4.07,4.91,"",NA,NA,NA,NA,NA,"NO ROOT SAMPLE?","A","Sterile","S",0.24,4,0.24,-0.24
"317","Huagalina","Sterile","H2","A","Sterile","H2_5",3,"","S","F5",1,"0.55",0,2.85,3.4,"",NA,NA,NA,NA,NA,"NO TUBER","A","Sterile","S",0.24,4,0.24,-0.24
"318","Huagalina","Sterile","H2","A","Sterile","H2_6",3,"","S","F6",1,"0.22",0,1.77,1.99,"",NA,NA,NA,NA,NA,"NO PLANT","A","Sterile","S",0.24,4,0.24,-0.24
"319","Huagalina","Winterfell","H2","A","H2_7","H2_2",3,"","N","F2",1,"0.33",0,4.23,4.56,"",NA,NA,NA,NA,NA,"NO TUBER","A","Sterile","S",0.24,4,0.24,-0.24
"320","Huagalina","Winterfell","H2","A","H2_7","H2_3",3,"","N","F3",1,"0.61",0,4.15,4.76,"",NA,NA,NA,NA,NA,"NO TUBER","A","Sterile","S",0.24,4,0.24,-0.24
"321","Huagalina","Winterfell","H2","A","H2_7","H2_4",3,"","N","F4",1,"0.71",0.06,2.02,2.79,"",NA,NA,NA,NA,NA,"NO TUBER","A","Sterile","S",0.24,4,0.24,-0.18
"322","Huagalina","Winterfell","H2","A","H2_7","H2_7",3,"","N","F7",1,"0.31",0,2.56,2.87,"",NA,NA,NA,NA,NA,"NO TUBER","A","Sterile","S",0.24,4,0.24,-0.24
"323","Huagalina","Winterfell","H2","A","H2_10","H2_1",3,"","P","F1",1,"0.77",0,4.85,5.62,"",NA,NA,NA,NA,NA,"NO PLANT","A","Sterile","S",0.24,4,0.24,-0.24
"324","Huagalina","Winterfell","H2","A","H2_10","H2_8",3,"","P","F8",1,"0.27",0,1.88,2.15,"",NA,NA,NA,NA,NA,"","A","Sterile","S",0.24,4,0.24,-0.24
"325","Huagalina","Winterfell","H2","A","H2_10","H2_9",3,"","P","F9",1,"0.52",0.83,3.98,5.33,"",NA,NA,NA,NA,NA,"NO PLANT","A","Sterile","S",0.24,4,0.24,0.59
"326","Huagalina","Winterfell","H2","A","H2_10","H2_10",3,"","P","F10",1,"0.54",0,4.02,4.56,"",NA,NA,NA,NA,NA,"","A","Sterile","S",0.24,4,0.24,-0.24
"327","Papa Cacho","Hancock","PC1","C","PC1_10","PC1_1",3,"","N","A12",1,"1.75",24.62,7.25,33.62,"",NA,NA,NA,NA,NA,"","C","Sterile","S",12.39,4,5.50221319107139,12.23
"328","Papa Cacho","Hancock","PC1","C","PC1_10","PC1_4",3,"","N","D12",1,"2.06",8.99,9.83,20.88,"",NA,NA,NA,NA,NA,"","C","Sterile","S",12.39,4,5.50221319107139,-3.4
"329","Papa Cacho","Hancock","PC1","C","PC1_10","PC1_5",3,"","N","E12",1,"1.98",3.03,9.2,14.21,"",NA,NA,NA,NA,NA,"","C","Sterile","S",12.39,4,5.50221319107139,-9.36
"330","Papa Cacho","Hancock","PC1","C","PC1_10","PC1_6",3,"","N","F12",1,"1.6",0,8.08,9.68,"",NA,NA,NA,NA,NA,"NO TUBER","C","Sterile","S",12.39,4,5.50221319107139,-12.39
"331","Papa Cacho","Hancock","PC1","C","PC1_5","PC1_2",3,"","P","B12",1,"2.4",7.64,6.65,16.69,"",NA,NA,NA,NA,NA,"","C","Sterile","S",12.39,4,5.50221319107139,-4.75
"332","Papa Cacho","Hancock","PC1","C","PC1_5","PC1_7",3,"","P","G12",1,"1.94",2.55,11.59,16.08,"",NA,NA,NA,NA,NA,"","C","Sterile","S",12.39,4,5.50221319107139,-9.84
"333","Papa Cacho","Hancock","PC1","C","PC1_5","PC1_8",3,"","P","H12",1,"1",23.96,4.95,29.91,"",NA,NA,NA,NA,NA,"","C","Sterile","S",12.39,4,5.50221319107139,11.57
"334","Papa Cacho","Hancock","PC1","C","PC1_5","PC1_10",3,"","P","B11",1,"2.91",0,13.54,16.45,"",NA,NA,NA,NA,NA,"NO TUBER","C","Sterile","S",12.39,4,5.50221319107139,-12.39
"335","Papa Cacho","Sterile","PC1","C","Sterile","PC1_3",3,"","S","C12",1,"1.21",28.5,7.66,37.37,"",NA,NA,NA,NA,NA,"","C","Sterile","S",12.39,4,5.50221319107139,16.11
"336","Papa Cacho","Sterile","PC1","C","Sterile","PC1_9",3,"","S","A11",1,"2.89",3.69,13.02,19.6,"",NA,NA,NA,NA,NA,"","C","Sterile","S",12.39,4,5.50221319107139,-8.7
"337","Papa Cacho","Sterile","PC2","C","Sterile","PC2_8",3,"","S","B8",1,"1.67",9.24,5.51,16.42,"",NA,NA,NA,NA,NA,"","C","Sterile","S",12.39,4,5.50221319107139,-3.15
"338","Papa Cacho","Sterile","PC2","C","Sterile","PC2_10",3,"","S","B10",1,"0.94",8.13,5.71,14.78,"",NA,NA,NA,NA,NA,"","C","Sterile","S",12.39,4,5.50221319107139,-4.26
"339","Papa Cacho","Winterfell","PC2","C","PC2_9","PC2_1",3,"","N","B1",1,"2.6",0,11.08,13.68,"",NA,NA,NA,NA,NA,"NO TUBER","C","Sterile","S",12.39,4,5.50221319107139,-12.39
"340","Papa Cacho","Winterfell","PC2","C","PC2_9","PC2_3",3,"","N","B3",1,"1.28",2.05,9.03,12.36,"",NA,NA,NA,NA,NA,"","C","Sterile","S",12.39,4,5.50221319107139,-10.34
"341","Papa Cacho","Winterfell","PC2","C","PC2_9","PC2_4",3,"","N","B4",1,"1.41",0.88,7.15,9.44,"",NA,NA,NA,NA,NA,"","C","Sterile","S",12.39,4,5.50221319107139,-11.51
"342","Papa Cacho","Winterfell","PC2","C","PC2_9","PC2_6",3,"","N","B6",1,"0.96",0,5.97,6.93,"",NA,NA,NA,NA,NA,"NO TUBER","C","Sterile","S",12.39,4,5.50221319107139,-12.39
"343","Papa Cacho","Winterfell","PC2","C","PC2_2","PC2_2",3,"","P","B2",1,"2.04",0,7.93,9.97,"",NA,NA,NA,NA,NA,"NO TUBER","C","Sterile","S",12.39,4,5.50221319107139,-12.39
"344","Papa Cacho","Winterfell","PC2","C","PC2_2","PC2_5",3,"","P","B5",1,"1.03",10.44,6.09,17.56,"",NA,NA,NA,NA,NA,"","C","Sterile","S",12.39,4,5.50221319107139,-1.95
"345","Papa Cacho","Winterfell","PC2","C","PC2_2","PC2_7",3,"","P","B7",1,"0.99",2.46,6.61,10.06,"",NA,NA,NA,NA,NA,"","C","Sterile","S",12.39,4,5.50221319107139,-9.93
"346","Papa Cacho","Winterfell","PC2","C","PC2_2","PC2_9",3,"","P","B9",1,"1.4",12.9,6.57,20.87,"",NA,NA,NA,NA,NA,"","C","Sterile","S",12.39,4,5.50221319107139,0.51
"347","Ranger","Hancock","R1","M","R1_3","R1_7",3,"","N","H7",1,"0.39",0,1.94,2.33,"",NA,NA,NA,NA,NA,"","M","Sterile","S",0.33,2,0.33,-0.33
"348","Ranger","Hancock","R1","M","R1_3","R1_8",3,"","N","H8",1,"0.59",0.84,2.03,3.46,"",NA,NA,NA,NA,NA,"","M","Sterile","S",0.33,2,0.33,0.51
"349","Ranger","Hancock","R1","M","R1_3","R1_9",3,"","N","H9",1,"0.33",0.6,2.18,3.11,"",NA,NA,NA,NA,NA,"","M","Sterile","S",0.33,2,0.33,0.27
"350","Ranger","Hancock","R1","M","R1_9","R1_2",3,"","P","H2",1,"0.86",0,3.06,3.92,"",NA,NA,NA,NA,NA,"","M","Sterile","S",0.33,2,0.33,-0.33
"351","Ranger","Hancock","R1","M","R1_9","R1_4",3,"","P","H4",1,"0.29",0,1.85,2.14,"",NA,NA,NA,NA,NA,"","M","Sterile","S",0.33,2,0.33,-0.33
"352","Ranger","Hancock","R1","M","R1_9","R1_6",3,"","P","H6",1,"0.03",0,0.59,0.62,"",NA,NA,NA,NA,NA,"","M","Sterile","S",0.33,2,0.33,-0.33
"353","Ranger","Hancock","R1","M","R1_9","R1_10",3,"","P","H10",1,"0.78",0.48,2.85,4.11,"",NA,NA,NA,NA,NA,"","M","Sterile","S",0.33,2,0.33,0.15
"354","Ranger","Sterile","R1","M","Sterile","R1_1",3,"","S","H1",1,"1.32",0,2.35,3.67,"",NA,NA,NA,NA,NA,"","M","Sterile","S",0.33,2,0.33,-0.33
"355","Ranger","Sterile","R1","M","Sterile","R1_3",3,"","S","H3",1,"0.54",0.66,2.25,3.45,"",NA,NA,NA,NA,NA,"","M","Sterile","S",0.33,2,0.33,0.33
"356","Burbank","Hancock","B1","M","B1_4","B1_3",3,"B1_N","N","D3",2,"3.18",24.59,7.86,35.63,"",NA,NA,NA,NA,NA,"","M","Sterile","S",39.25,1,NA,-14.66
"357","Burbank","Hancock","B1","M","B1_4","B1_7",3,"B1_N","N","D7",2,"4.73",19.55,8.28,32.56,"",NA,NA,NA,NA,NA,"","M","Sterile","S",39.25,1,NA,-19.7
"358","Burbank","Hancock","B1","M","B1_4","B1_10",3,"B1_N","N","D10",2,"3.19",24.25,11.23,38.67,"",NA,NA,NA,NA,NA,"","M","Sterile","S",39.25,1,NA,-15
"359","Burbank","Hancock","B1","M","B1_5","B1_1",3,"","P","D1",2,"1.99",6.03,7.25,15.27,"",NA,NA,NA,NA,NA,"","M","Sterile","S",39.25,1,NA,-33.22
"360","Burbank","Hancock","B1","M","B1_5","B1_5",3,"","P","D5",2,"2.86",23.12,7.89,33.87,"",NA,NA,NA,NA,NA,"","M","Sterile","S",39.25,1,NA,-16.13
"361","Burbank","Hancock","B1","M","B1_5","B1_6",3,"","P","D6",2,"2.19",28.14,7.98,38.31,"",NA,NA,NA,NA,NA,"","M","Sterile","S",39.25,1,NA,-11.11
"362","Burbank","Hancock","B1","M","B1_5","B1_9",3,"","P","D9",2,"3.06",22.15,7.95,33.16,"",NA,NA,NA,NA,NA,"","M","Sterile","S",39.25,1,NA,-17.1
"363","Burbank","Sterile","B1","M","Sterile","B1_4",3,"","S","D4",2,"4.17",39.25,11.37,54.79,"",NA,NA,NA,NA,NA,"","M","Sterile","S",39.25,1,NA,0
"364","Ranger","Winterfell","R2","M","R2_2","R2_1",3,"","N","B1",2,"0.54",1.04,4.55,6.13,"",NA,NA,NA,NA,NA,"","M","Sterile","S",0.33,2,0.33,0.71
"365","Ranger","Winterfell","R2","M","R2_2","R2_4",3,"","N","B4",2,"0.26",1.41,3.59,5.26,"",NA,NA,NA,NA,NA,"","M","Sterile","S",0.33,2,0.33,1.08
"366","Ranger","Winterfell","R2","M","R2_2","R2_6",3,"","N","B6",2,"1.22",0,6.86,8.08,"",NA,NA,NA,NA,NA,"","M","Sterile","S",0.33,2,0.33,-0.33
"367","Ranger","Winterfell","R2","M","R2_2","R2_10",3,"","N","B10",2,"0.61",0,4.36,4.97,"",NA,NA,NA,NA,NA,"","M","Sterile","S",0.33,2,0.33,-0.33
"368","Ranger","Winterfell","R2","M","R2_3","R2_2",3,"","P","B2",2,"0.84",3.56,5.33,9.73,"",NA,NA,NA,NA,NA,"","M","Sterile","S",0.33,2,0.33,3.23
"369","Ranger","Winterfell","R2","M","R2_3","R2_3",3,"","P","B3",2,"0.88",0.7,5.68,7.26,"",NA,NA,NA,NA,NA,"","M","Sterile","S",0.33,2,0.33,0.37
"370","Ranger","Winterfell","R2","M","R2_3","R2_5",3,"","P","B5",2,"0.14",0,NA,0.14,"",NA,NA,NA,NA,NA,"","M","Sterile","S",0.33,2,0.33,-0.33
"371","Ranger","Winterfell","R2","M","R2_3","R2_7",3,"","P","B7",2,"0.25",0,3.18,3.43,"",NA,NA,NA,NA,NA,"","M","Sterile","S",0.33,2,0.33,-0.33
"372","Snowden","Hancock","S1","M","S1_10","S1_2",3,"","N","G2",2,"1.57",50.16,6.31,58.04,"",NA,NA,NA,NA,NA,"","M","Sterile","S",33.28,2,3.66,16.88
"373","Snowden","Hancock","S1","M","S1_10","S1_9",3,"","N","G9",2,"0.98",15.03,6.53,22.54,"",NA,NA,NA,NA,NA,"","M","Sterile","S",33.28,2,3.66,-18.25
"374","Snowden","Hancock","S1","M","S1_10","S1_10",3,"","N","G10",2,"1.91",13.05,7.72,22.68,"",NA,NA,NA,NA,NA,"","M","Sterile","S",33.28,2,3.66,-20.23
"375","Snowden","Hancock","S1","M","S1_4","S1_3",3,"","P","G3",2,"1.3",26.18,4.03,31.51,"",NA,NA,NA,NA,NA,"","M","Sterile","S",33.28,2,3.66,-7.1
"376","Snowden","Hancock","S1","M","S1_4","S1_5",3,"","P","G5",2,"0.87",30.68,3.94,35.49,"",NA,NA,NA,NA,NA,"","M","Sterile","S",33.28,2,3.66,-2.6
"377","Snowden","Hancock","S1","M","S1_4","S1_6",3,"","P","G6",2,"0.8",23.63,3.93,28.36,"",NA,NA,NA,NA,NA,"","M","Sterile","S",33.28,2,3.66,-9.65
"378","Snowden","Hancock","S1","M","S1_4","S1_8",3,"","P","G8",2,"2.54",62.2,8.66,73.4,"",NA,NA,NA,NA,NA,"","M","Sterile","S",33.28,2,3.66,28.92
"379","Snowden","Sterile","S1","M","Sterile","S1_1",3,"","S","G1",2,"1.82",36.94,2.87,41.63,"",NA,NA,NA,NA,NA,"","M","Sterile","S",33.28,2,3.66,3.66
"380","Snowden","Sterile","S2","M","Sterile","S2_1",3,"","S","E12",2,"3.45",29.62,4.28,37.35,"",NA,NA,NA,NA,NA,"","M","Sterile","S",33.28,2,3.66,-3.66
"381","Snowden","Winterfell","S2","M","S2_2","S2_4",3,"","N","E4",2,"1.77",6.1,3.94,11.81,"",NA,NA,NA,NA,NA,"","M","Sterile","S",33.28,2,3.66,-27.18
"382","Snowden","Winterfell","S2","M","S2_2","S2_8",3,"","N","E8",2,"2.08",10.98,4.72,17.78,"",NA,NA,NA,NA,NA,"","M","Sterile","S",33.28,2,3.66,-22.3
"383","Snowden","Winterfell","S2","M","S2_2","S2_9",3,"","N","E9",2,"1.92",18.87,4.57,25.36,"",NA,NA,NA,NA,NA,"","M","Sterile","S",33.28,2,3.66,-14.41
"384","Snowden","Winterfell","S2","M","S2_1","S2_7",3,"","P","E7",2,"2.96",33.2,7.4,43.56,"",NA,NA,NA,NA,NA,"","M","Sterile","S",33.28,2,3.66,-0.0799999999999983
"385","Wac 5","Hancock","W1","A","W1_8","W1_1",3,"","N","H1",2,"0.82",18.1,3.4,22.32,"",NA,NA,NA,NA,NA,"","A","Sterile","S",11.66,2,5.52,6.44
"386","Wac 5","Hancock","W1","A","W1_8","W1_5",3,"","N","H5",2,"2.68",11.88,3.14,17.7,"",NA,NA,NA,NA,NA,"NO TUBER","A","Sterile","S",11.66,2,5.52,0.220000000000001
"387","Wac 5","Hancock","W1","A","W1_8","W1_8",3,"","N","H8",2,"0.56",21.93,4.02,26.51,"",NA,NA,NA,NA,NA,"NO TUBER","A","Sterile","S",11.66,2,5.52,10.27
"388","Wac 5","Hancock","W1","A","W1_8","W1_9",3,"","N","H9",2,"1.73",7.11,7.43,16.27,"",NA,NA,NA,NA,NA,"NO TUBER","A","Sterile","S",11.66,2,5.52,-4.55
"389","Wac 5","Hancock","W1","A","W1_5","W1_2",3,"","P","H2",2,"0.92",27.87,3.3,32.09,"",NA,NA,NA,NA,NA,"NO PLANT","A","Sterile","S",11.66,2,5.52,16.21
"390","Wac 5","Hancock","W1","A","W1_5","W1_10",3,"","P","H10",2,"1.42",9.27,3.89,14.58,"",NA,NA,NA,NA,NA,"","A","Sterile","S",11.66,2,5.52,-2.39
"391","Wac 5","Sterile","W1","A","Sterile","W1_7",3,"","S","H7",2,"1.43",17.18,3.16,21.77,"",NA,NA,NA,NA,NA,"NO PLANT","A","Sterile","S",11.66,2,5.52,5.52
"392","Wac 5","Sterile","W2","A","Sterile","W2_8",3,"","S","A8",2,"0.15",6.14,1.72,8.01,"",NA,NA,NA,NA,NA,"NO TUBER/AG?","A","Sterile","S",11.66,2,5.52,-5.52
"393","Wac 5","Winterfell","W2","A","W2_10","W2_3",3,"","N","A3",2,"0.95",0.37,5.1,6.42,"",NA,NA,NA,NA,NA,"NO TUBER","A","Sterile","S",11.66,2,5.52,-11.29
"394","Wac 5","Winterfell","W2","A","W2_10","W2_10",3,"","N","A10",2,"0.38",3.01,2.24,5.63,"",NA,NA,NA,NA,NA,"NO TUBER","A","Sterile","S",11.66,2,5.52,-8.65
"395","Wac 5","Winterfell","W2","A","W2_7","W2_1",3,"","P","A1",2,"1.37",5.78,2.59,9.74,"",NA,NA,NA,NA,NA,"","A","Sterile","S",11.66,2,5.52,-5.88
"396","Wac 5","Winterfell","W2","A","W2_7","W2_7",3,"","P","A7",2,"0.07",1.61,1.26,2.94,"",NA,NA,NA,NA,NA,"","A","Sterile","S",11.66,2,5.52,-10.05
"397","Wac 5","Winterfell","W2","A","W2_7","W2_9",3,"","P","A9",2,"0.36",4.93,1.64,6.93,"",NA,NA,NA,NA,NA,"","A","Sterile","S",11.66,2,5.52,-6.73
"398","Wac 663","Hancock","WA1","A","WA1_1","WA1_3",3,"","N","C3",2,"0.69",6.36,3.63,10.68,"",NA,NA,NA,NA,NA,"NO TUBER","A","Sterile","S",4.125,2,1.655,2.235
"399","Wac 663","Hancock","WA1","A","WA1_10","WA1_2",3,"","P","C2",2,"1.13",9.6,5.39,16.12,"",NA,NA,NA,NA,NA,"NO TUBER/AG?","A","Sterile","S",4.125,2,1.655,5.475
"400","Wac 663","Hancock","WA1","A","WA1_10","WA1_8",3,"","P","C8",2,"1.15",3.52,5.14,9.81,"",NA,NA,NA,NA,NA,"NO PLANT","A","Sterile","S",4.125,2,1.655,-0.605
"401","Wac 663","Winterfell","WA2","A","WA2_3","WA2_5",3,"","N","F5",2,"2.14",0.45,9.43,12.02,"",NA,NA,NA,NA,NA,"NO PLANT","A","Sterile","S",4.125,2,1.655,-3.675
"402","Wac 663","Winterfell","WA2","A","WA2_3","WA2_7",3,"","N","F7",2,"0.35",1.14,4.62,6.11,"",NA,NA,NA,NA,NA,"","A","Sterile","S",4.125,2,1.655,-2.985
"403","Wac 663","Winterfell","WA2","A","WA2_10","WA2_1",3,"","P","F1",2,"1.44",1.39,6.83,9.66,"",NA,NA,NA,NA,NA,"","A","Sterile","S",4.125,2,1.655,-2.735
"404","Wac 663","Winterfell","WA2","A","WA2_10","WA2_8",3,"","P","F8",2,"0.54",2.91,5.47,8.92,"",NA,NA,NA,NA,NA,"","A","Sterile","S",4.125,2,1.655,-1.215
"405","Cor.C 95","Sterile","CC1","C","Sterile","CC1_8",3,"","S","",NA,"0",0,5.21,5.21,"",NA,NA,NA,NA,NA,"NO TUBER/BG?","C","Sterile","S",0,4,0,0
"406","Wac 5","Winterfell","W2","A","W2_7","W2_5",3,"","P","",NA,"0",0,0.75,0.75,"",NA,NA,NA,NA,NA,"NO TUBER/BG?","A","Sterile","S",11.66,2,5.52,-11.66
"407","Wac 663","Hancock","WA1","A","WA1_1","WA1_1",3,"","N","",NA,"0.98",0,0,0.98,"",NA,NA,NA,NA,NA,"NO TUBER","A","Sterile","S",4.125,2,1.655,-4.125
"408","Wac 663","Sterile","WA1","A","Sterile","WA1_7",3,"","S","",NA,"0.31",2.47,4.74,7.52,"",NA,NA,NA,NA,NA,"NO TUBER","A","Sterile","S",4.125,2,1.655,-1.655
"409","Wac 663","Sterile","WA1","A","Sterile","WA1_9",3,"","S","",NA,"1.3",5.78,12.13,19.21,"",NA,NA,NA,NA,NA,"NO TUBER/EMPTY BG BAG","A","Sterile","S",4.125,2,1.655,1.655
"410","Wac 663","Winterfell","WA2","A","WA2_3","WA2_4",3,"","N","",NA,"",0,1.64,1.64,"",NA,NA,NA,NA,NA,"NO PLANT","A","Sterile","S",4.125,2,1.655,-4.125
"411","Cor.C 95","Hancock","CC1","C","CC1_6","CC1_1",4,"","N","F1",1,"0.89",21.77,3.85,26.51,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.9725,4,8.78211760245405,6.7975
"412","Cor.C 95","Hancock","CC1","C","CC1_6","CC1_5",4,"","N","F5",1,"1.24",19.45,2.09,22.78,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.9725,4,8.78211760245405,4.4775
"413","Cor.C 95","Hancock","CC1","C","CC1_6","CC1_8",4,"","N","F8",1,"0.6",26.18,3.34,30.12,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.9725,4,8.78211760245405,11.2075
"414","Cor.C 95","Hancock","CC1","C","CC1_6","CC1_9",4,"","N","F9",1,"0.76",29.92,4.85,35.53,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.9725,4,8.78211760245405,14.9475
"415","Cor.C 95","Hancock","CC1","C","CC1_1","CC1_3",4,"","P","F3",1,"0.51",0,4.07,4.58,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.9725,4,8.78211760245405,-14.9725
"416","Cor.C 95","Hancock","CC1","C","CC1_1","CC1_4",4,"","P","F4",1,"0.45",23.54,1.86,25.85,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.9725,4,8.78211760245405,8.5675
"417","Cor.C 95","Hancock","CC1","C","CC1_1","CC1_7",4,"","P","F7",1,"0.45",5.7,1.72,7.87,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.9725,4,8.78211760245405,-9.2725
"418","Cor.C 95","Hancock","CC1","C","CC1_1","CC1_10",4,"","P","F10",1,"0.45",13.92,2.8,17.17,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.9725,4,8.78211760245405,-1.0525
"419","Cor.C 95","Sterile","CC1","C","Sterile","CC1_2",4,"","S","F2",1,"0.68",26.15,2.33,29.16,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.9725,4,8.78211760245405,11.1775
"420","Cor.C 95","Sterile","CC1","C","Sterile","CC1_6",4,"","S","F6",1,"0.52",33.74,3.03,37.29,"",NA,NA,NA,NA,NA,"","C","Sterile","S",14.9725,4,8.78211760245405,18.7675
"421","G.Chili","Hancock","GC1","C","GC1_3","GC1_3",4,"","N","C3",1,"0.2",36.94,1.13,38.27,"",NA,NA,NA,NA,NA,"","C","Sterile","S",35.68,3,4.6397090426017,1.26
"422","G.Chili","Hancock","GC1","C","GC1_3","GC1_4",4,"","N","C4",1,"",33.01,1.24,34.25,"",NA,NA,NA,NA,NA,"","C","Sterile","S",35.68,3,4.6397090426017,-2.67
"423","G.Chili","Hancock","GC1","C","GC1_3","GC1_9",4,"","N","C9",1,"0.1",29.5,0.73,30.33,"",NA,NA,NA,NA,NA,"","C","Sterile","S",35.68,3,4.6397090426017,-6.18
"424","G.Chili","Hancock","GC1","C","GC1_3","GC1_10",4,"","N","C10",1,"0.06",26.6,1.04,27.7,"",NA,NA,NA,NA,NA,"","C","Sterile","S",35.68,3,4.6397090426017,-9.08
"425","G.Chili","Hancock","GC1","C","GC1_10","GC1_5",4,"","P","C5",1,"0.11",0,1.04,1.15,"",NA,NA,NA,NA,NA,"","C","Sterile","S",35.68,3,4.6397090426017,-35.68
"426","G.Chili","Hancock","GC1","C","GC1_10","GC1_6",4,"","P","C6",1,"0.15",27.83,0.93,28.91,"",NA,NA,NA,NA,NA,"","C","Sterile","S",35.68,3,4.6397090426017,-7.85
"427","G.Chili","Hancock","GC1","C","GC1_10","GC1_7",4,"","P","C7",1,"0.23",45.32,0.88,46.43,"",NA,NA,NA,NA,NA,"","C","Sterile","S",35.68,3,4.6397090426017,9.64
"428","G.Chili","Hancock","GC1","C","GC1_10","GC1_8",4,"","P","C8",1,"0.15",34.23,1.05,35.43,"",NA,NA,NA,NA,NA,"","C","Sterile","S",35.68,3,4.6397090426017,-1.45
